sample_id,latitude,longitude,state,district,soil_type,sample_date,pH,N_kg_ha,P_kg_ha,K_kg_ha,Organic_Carbon_pct,Bulk_Density_g_cm3,Moisture_pct,Texture_Sand_pct,Texture_Silt_pct,Texture_Clay_pct,CEC_cmol_kg,EC_dS_m,S2_B2,S2_B3,S2_B4,S2_B8,S2_B11,S2_B12,S2_NDVI,S2_SAVI,S2_BSI
408,26.3446,72.9804,Rajasthan,Jodhpur,desert,2022-11-16,8.32,128.1,5.59,494.7,0.15,1.67,7.2,75.5,13.1,11.4,7.52,0.72,0.0725,0.1219,0.1555,0.271,0.2767,0.182,0.2708,0.187,0.1037
409,26.2784,73.0576,Rajasthan,Jodhpur,desert,2023-05-01,8.87,109.6,7.78,435.8,0.32,1.91,5.5,70.5,19.8,9.6,7.26,0.65,0.0716,0.1099,0.1465,0.2617,0.2661,0.1723,0.2822,0.1903,0.094
410,26.2039,73.0225,Rajasthan,Jodhpur,desert,2024-04-28,8.33,157.4,10.95,427.2,0.19,1.74,6.0,89.9,2.3,7.8,4.94,0.91,0.0842,0.1286,0.1587,0.2794,0.2827,0.1902,0.2755,0.193,0.1024
411,26.2383,73.0478,Rajasthan,Jodhpur,desert,2025-04-17,7.99,152.7,6.89,430.0,0.23,1.93,10.4,72.9,16.3,10.8,5.38,0.3,0.0731,0.1127,0.1478,0.2439,0.2506,0.1629,0.2453,0.1617,0.1031
412,26.2525,73.0269,Rajasthan,Jodhpur,desert,2022-11-27,7.94,98.7,10.76,484.0,0.21,1.66,11.8,85.3,3.4,11.3,6.19,0.91,0.0712,0.1127,0.1535,0.248,0.2448,0.1642,0.2354,0.1572,0.0968
413,26.2917,73.0579,Rajasthan,Jodhpur,desert,2023-04-14,8.84,123.5,5.74,386.1,0.19,1.88,13.5,75.6,18.0,6.4,3.59,1.01,0.0698,0.1037,0.149,0.2428,0.2319,0.1543,0.2394,0.1578,0.0826
414,26.2484,73.062,Rajasthan,Jodhpur,desert,2024-04-24,7.91,131.6,10.54,513.6,0.29,1.79,15.3,86.4,7.9,5.8,4.09,0.98,0.0638,0.1092,0.138,0.2382,0.2222,0.1259,0.2663,0.1715,0.0619
415,26.3349,73.0715,Rajasthan,Jodhpur,desert,2025-04-07,7.61,106.7,4.63,448.0,0.39,1.86,7.1,87.1,5.6,7.2,4.76,0.32,0.0697,0.113,0.143,0.2606,0.2499,0.1524,0.2914,0.1952,0.0713
416,26.2211,73.1002,Rajasthan,Jodhpur,desert,2022-05-22,7.84,93.6,9.34,469.0,0.18,1.86,6.0,80.3,6.8,12.9,6.1,1.12,0.0811,0.1183,0.1598,0.2824,0.2722,0.19,0.2772,0.1952,0.0876
417,26.1998,73.0356,Rajasthan,Jodhpur,desert,2023-04-17,7.97,179.3,8.01,460.4,0.26,1.65,15.4,86.9,7.2,5.9,3.66,0.79,0.0691,0.1044,0.145,0.2324,0.2173,0.1362,0.2316,0.1494,0.074
418,26.2979,73.0079,Rajasthan,Jodhpur,desert,2024-04-06,8.92,136.6,5.71,386.4,0.22,1.83,14.9,75.6,17.4,6.9,3.81,0.6,0.0688,0.1026,0.1355,0.2273,0.2357,0.143,0.253,0.1596,0.0942
419,26.2377,73.0644,Rajasthan,Jodhpur,desert,2025-04-11,8.56,125.6,7.73,391.5,0.4,1.75,11.4,78.5,6.7,14.8,8.71,0.59,0.0625,0.0973,0.1409,0.2414,0.223,0.1354,0.2629,0.1709,0.062
420,26.359,73.0805,Rajasthan,Jodhpur,desert,2022-11-06,8.7,153.1,7.26,545.0,0.3,1.72,13.4,79.1,12.0,8.8,5.27,1.06,0.071,0.1091,0.1437,0.2242,0.2203,0.1333,0.2188,0.1391,0.0895
421,26.3585,72.9537,Rajasthan,Jodhpur,desert,2023-11-07,8.48,134.3,7.16,449.4,0.15,1.94,9.6,83.4,4.8,11.7,5.63,0.95,0.0793,0.1325,0.1586,0.26,0.2642,0.172,0.2422,0.1656,0.1085
422,26.3088,73.0,Rajasthan,Jodhpur,desert,2024-12-22,8.54,167.9,9.71,412.0,0.25,1.66,6.7,89.8,-0.8,10.9,6.14,1.0,0.0811,0.1215,0.1683,0.2658,0.2692,0.1715,0.2246,0.1566,0.1171
423,26.1906,72.9336,Rajasthan,Jodhpur,desert,2025-04-06,7.6,162.0,7.98,427.4,0.33,1.6,8.5,79.7,11.3,9.0,5.56,0.34,0.0752,0.104,0.1428,0.254,0.2525,0.1645,0.2802,0.186,0.0841
424,26.2781,72.9723,Rajasthan,Jodhpur,desert,2022-11-26,7.56,92.0,10.14,481.6,0.26,1.63,12.2,73.1,15.2,11.8,7.95,0.88,0.0663,0.1091,0.1416,0.2344,0.2304,0.1443,0.2468,0.1589,0.0839
425,26.2913,73.0921,Rajasthan,Jodhpur,desert,2023-11-23,8.79,128.1,6.52,344.2,0.41,1.73,5.9,89.1,0.5,10.5,6.93,0.28,0.085,0.1115,0.1389,0.2628,0.2578,0.1745,0.3084,0.2061,0.0729
426,26.2113,72.9311,Rajasthan,Jodhpur,desert,2024-11-16,8.31,159.5,8.43,398.0,0.2,1.74,9.5,76.2,14.4,9.3,5.63,0.78,0.0682,0.1047,0.1616,0.2588,0.2516,0.1694,0.2312,0.1584,0.0989
427,26.333,73.045,Rajasthan,Jodhpur,desert,2025-12-04,7.53,112.0,5.03,340.9,0.33,1.87,13.8,83.5,7.7,8.8,6.24,0.8,0.0568,0.105,0.1417,0.238,0.211,0.1335,0.2536,0.1642,0.0517
428,26.214,73.0277,Rajasthan,Jodhpur,desert,2022-04-15,7.8,107.3,4.68,447.0,0.28,1.9,6.1,78.2,6.8,14.9,8.19,0.36,0.0709,0.1146,0.1466,0.2663,0.2598,0.1773,0.2899,0.1967,0.0798
429,26.2777,73.0582,Rajasthan,Jodhpur,desert,2023-05-11,8.14,84.9,6.53,408.2,0.35,1.68,10.1,80.3,10.5,9.2,5.14,0.34,0.075,0.1049,0.1416,0.2403,0.2343,0.1497,0.2584,0.1679,0.0799
430,26.2228,72.973,Rajasthan,Jodhpur,desert,2024-11-19,8.89,113.2,9.08,541.5,0.3,1.58,7.3,83.3,3.5,13.1,7.09,1.06,0.0901,0.1099,0.1613,0.2686,0.2575,0.1757,0.2496,0.1731,0.0915
431,26.3391,73.0503,Rajasthan,Jodhpur,desert,2025-11-17,7.59,168.9,4.54,484.4,0.27,1.74,6.4,84.9,7.9,7.3,4.66,0.45,0.0782,0.1165,0.1524,0.2761,0.2737,0.1745,0.2887,0.1998,0.0895
432,26.3525,73.0354,Rajasthan,Jodhpur,desert,2022-05-22,8.36,124.9,10.11,279.6,0.39,1.56,7.7,80.8,9.9,9.3,6.5,0.92,0.0671,0.1096,0.1434,0.2557,0.2514,0.1557,0.2814,0.1874,0.0809
433,26.2529,72.9495,Rajasthan,Jodhpur,desert,2023-05-24,8.33,139.1,7.47,406.8,0.44,1.8,16.2,79.3,8.2,12.4,9.31,0.75,0.0649,0.098,0.1346,0.2051,0.1871,0.1128,0.2075,0.1259,0.0603
434,26.3002,73.0012,Rajasthan,Jodhpur,desert,2024-04-05,7.53,168.8,7.3,491.8,0.36,1.81,9.0,78.7,13.3,8.0,5.09,0.49,0.0778,0.1052,0.1341,0.2544,0.2386,0.1491,0.3097,0.2031,0.0542
435,26.3407,73.0517,Rajasthan,Jodhpur,desert,2025-05-21,8.11,138.8,4.3,272.6,0.21,1.6,10.3,86.5,6.0,7.5,5.05,0.5,0.0718,0.1114,0.1467,0.2452,0.2552,0.1688,0.2513,0.1657,0.1055
436,26.3115,72.9381,Rajasthan,Jodhpur,desert,2022-05-08,7.54,172.7,10.94,517.2,0.41,1.71,5.8,79.7,5.6,14.6,9.73,0.6,0.0768,0.1046,0.146,0.2627,0.2541,0.1658,0.2855,0.1926,0.0773
437,26.3413,72.9859,Rajasthan,Jodhpur,desert,2023-12-26,8.89,165.9,6.01,511.9,0.18,1.65,11.0,88.7,-1.0,12.3,8.31,0.37,0.071,0.1124,0.1517,0.2626,0.2506,0.1628,0.2677,0.1819,0.0801
438,26.3697,72.9833,Rajasthan,Jodhpur,desert,2024-12-16,8.88,101.2,6.03,414.5,0.37,1.75,7.1,78.5,14.2,7.4,5.42,0.61,0.0738,0.1172,0.1489,0.2546,0.2591,0.1674,0.262,0.1755,0.0988
439,26.3124,73.1082,Rajasthan,Jodhpur,desert,2025-05-09,8.5,120.4,4.17,539.0,0.35,1.79,16.0,87.6,-2.2,14.6,10.0,1.05,0.0666,0.1009,0.1392,0.2262,0.1997,0.1199,0.2381,0.1508,0.0507
440,26.3756,72.9711,Rajasthan,Jodhpur,desert,2022-04-27,7.62,166.3,10.86,348.2,0.32,1.91,9.4,89.2,2.7,8.1,6.45,0.62,0.0821,0.1157,0.1481,0.26,0.2386,0.1587,0.2742,0.1848,0.0643
441,26.3359,73.0183,Rajasthan,Jodhpur,desert,2023-12-27,7.9,128.6,9.16,480.5,0.38,1.66,7.3,87.2,4.8,8.0,6.61,0.33,0.0817,0.1078,0.141,0.2573,0.244,0.1576,0.292,0.1942,0.066
442,26.319,73.0724,Rajasthan,Jodhpur,desert,2024-05-21,7.84,98.4,7.37,460.6,0.25,1.77,6.5,88.4,2.4,9.2,4.84,0.56,0.0756,0.1091,0.1549,0.2764,0.2645,0.1857,0.2817,0.1957,0.0812
443,26.206,73.0388,Rajasthan,Jodhpur,desert,2025-12-26,8.31,113.7,6.0,455.5,0.28,1.86,7.6,70.1,18.5,11.4,6.01,0.87,0.0782,0.1186,0.1479,0.2631,0.2521,0.1726,0.2803,0.1897,0.0766
444,26.2555,73.0869,Rajasthan,Jodhpur,desert,2022-05-01,8.3,101.6,6.25,247.9,0.43,1.7,7.1,87.5,3.0,9.5,6.44,0.62,0.0734,0.1116,0.1393,0.2542,0.2469,0.1521,0.292,0.1929,0.0722
445,26.232,72.9378,Rajasthan,Jodhpur,desert,2023-11-06,8.87,178.1,9.61,275.7,0.43,1.71,12.7,82.9,2.8,14.2,8.17,0.66,0.0704,0.0952,0.1403,0.2268,0.2128,0.1314,0.2356,0.1496,0.0702
446,26.3364,72.9776,Rajasthan,Jodhpur,desert,2024-12-13,8.09,179.5,4.95,455.5,0.43,1.63,10.3,84.4,9.5,6.2,5.62,1.07,0.0679,0.11,0.1441,0.2411,0.2222,0.1332,0.2518,0.1644,0.0658
447,26.3035,73.1015,Rajasthan,Jodhpur,desert,2025-11-19,8.48,110.3,7.27,268.2,0.19,1.67,16.1,82.0,4.4,13.6,7.47,0.5,0.0719,0.0975,0.1409,0.2281,0.2167,0.1282,0.2363,0.1505,0.0744
448,26.1991,72.9318,Rajasthan,Jodhpur,desert,2022-11-08,8.47,116.3,9.71,453.8,0.36,1.84,7.0,70.2,20.2,9.6,7.06,0.49,0.0711,0.1128,0.1472,0.2586,0.2551,0.1566,0.2745,0.1845,0.086
449,26.3143,72.9464,Rajasthan,Jodhpur,desert,2023-04-19,8.51,164.9,4.04,386.5,0.29,1.7,12.7,82.1,9.3,8.5,6.44,1.18,0.0769,0.1127,0.1411,0.2386,0.2267,0.1415,0.2568,0.1662,0.0717
450,26.2798,73.1147,Rajasthan,Jodhpur,desert,2024-11-24,7.59,129.4,7.46,305.9,0.2,1.68,8.9,79.9,13.4,6.7,4.74,1.18,0.08,0.1247,0.1621,0.2543,0.2642,0.1781,0.2214,0.1509,0.121
451,26.37,73.0311,Rajasthan,Jodhpur,desert,2025-12-02,8.84,167.2,7.49,274.4,0.26,1.84,8.2,88.1,2.6,9.3,5.98,0.72,0.0783,0.1199,0.1627,0.2687,0.2585,0.1733,0.2457,0.1707,0.0942
452,26.2922,73.0116,Rajasthan,Jodhpur,desert,2022-04-28,8.16,98.3,11.16,383.3,0.21,1.73,10.3,73.7,20.8,5.5,3.22,1.19,0.0772,0.1149,0.1512,0.2597,0.2477,0.1711,0.2641,0.1787,0.0802
453,26.3796,72.9208,Rajasthan,Jodhpur,desert,2023-05-14,8.68,112.4,10.58,405.9,0.37,1.82,7.7,77.0,16.5,6.5,5.58,0.45,0.0748,0.1014,0.1464,0.2453,0.2521,0.1657,0.2525,0.1664,0.1011
454,26.2447,72.9258,Rajasthan,Jodhpur,desert,2024-12-27,7.84,117.7,4.98,343.3,0.43,1.92,6.6,80.0,12.6,7.5,6.99,0.35,0.0686,0.1079,0.1528,0.2557,0.2425,0.1676,0.2519,0.1699,0.0815
455,26.3614,73.0794,Rajasthan,Jodhpur,desert,2025-05-07,7.92,151.1,8.98,369.5,0.36,1.93,8.5,82.6,7.6,9.8,5.49,1.2,0.0847,0.1124,0.1549,0.2615,0.2401,0.1543,0.256,0.1745,0.0726
456,26.2598,72.9241,Rajasthan,Jodhpur,desert,2022-05-06,8.24,160.7,4.74,304.2,0.41,1.65,14.6,75.7,11.3,13.0,8.9,0.98,0.0738,0.1098,0.138,0.2191,0.2117,0.1186,0.2271,0.1419,0.078
457,26.2518,72.9392,Rajasthan,Jodhpur,desert,2023-11-17,7.89,98.0,9.89,524.2,0.27,1.91,15.7,82.9,8.0,9.0,6.55,0.82,0.0682,0.1065,0.1475,0.232,0.2124,0.1301,0.2227,0.1441,0.0713
458,26.2827,73.1147,Rajasthan,Jodhpur,desert,2024-05-21,7.59,143.0,6.95,281.5,0.21,1.8,8.2,77.8,12.8,9.5,5.6,0.34,0.0756,0.1159,0.1382,0.2612,0.2641,0.1671,0.308,0.2051,0.0822
459,26.3606,73.0883,Rajasthan,Jodhpur,desert,2025-12-10,7.86,137.2,11.26,377.6,0.36,1.61,12.3,79.9,13.5,6.6,4.93,0.37,0.0708,0.1022,0.1464,0.2452,0.2206,0.1384,0.2523,0.1662,0.0604
460,26.3337,72.9233,Rajasthan,Jodhpur,desert,2022-12-06,8.06,135.3,9.76,488.2,0.32,1.69,11.1,88.3,1.1,10.5,6.76,0.81,0.0724,0.1069,0.1466,0.2436,0.2268,0.1501,0.2486,0.1634,0.0714
461,26.3636,73.082,Rajasthan,Jodhpur,desert,2023-05-06,7.89,156.2,10.06,368.5,0.39,1.87,10.2,70.9,15.7,13.4,9.42,0.57,0.073,0.1008,0.1442,0.2388,0.2301,0.148,0.247,0.1607,0.0801
462,26.3115,73.0688,Rajasthan,Jodhpur,desert,2024-12-10,7.49,125.5,4.11,436.4,0.17,1.73,12.7,75.2,10.0,14.8,7.93,0.63,0.0733,0.1125,0.1444,0.2427,0.2351,0.1455,0.2539,0.1662,0.0809
463,26.3741,73.0918,Rajasthan,Jodhpur,desert,2025-05-16,8.03,154.0,5.0,224.6,0.34,1.59,13.0,77.2,8.0,14.7,8.33,0.27,0.0674,0.0946,0.134,0.233,0.2159,0.1327,0.2698,0.1713,0.0557
464,26.2105,73.0605,Rajasthan,Jodhpur,desert,2022-12-16,7.72,164.5,7.71,376.4,0.34,1.56,12.4,78.7,9.8,11.5,6.88,0.41,0.069,0.1063,0.1429,0.2342,0.2162,0.133,0.2421,0.1561,0.0667
465,26.2791,73.0357,Rajasthan,Jodhpur,desert,2023-11-02,8.06,165.5,4.82,499.7,0.16,1.72,8.4,74.9,15.7,9.5,5.16,0.64,0.075,0.1143,0.1509,0.257,0.2651,0.1774,0.2601,0.1753,0.1049
466,26.1927,73.0986,Rajasthan,Jodhpur,desert,2024-12-16,8.67,152.2,9.71,394.3,0.3,1.72,12.1,81.8,8.3,9.9,6.38,0.55,0.0741,0.1039,0.1402,0.2372,0.2287,0.1396,0.257,0.1658,0.0754
467,26.317,73.1043,Rajasthan,Jodhpur,desert,2025-12-05,7.7,125.9,7.75,364.6,0.19,1.75,10.2,82.9,5.8,11.2,7.13,0.81,0.0792,0.1056,0.1509,0.258,0.2526,0.1764,0.2619,0.1768,0.0883
468,26.3181,72.9372,Rajasthan,Jodhpur,desert,2022-12-05,8.4,181.3,7.78,540.4,0.41,1.61,10.3,77.8,10.0,12.2,7.73,0.45,0.0711,0.099,0.1382,0.2338,0.2263,0.138,0.257,0.1644,0.0747
469,26.3154,72.9549,Rajasthan,Jodhpur,desert,2023-04-26,8.2,177.8,8.45,549.8,0.2,1.69,13.7,79.8,13.6,6.6,3.84,0.5,0.0764,0.105,0.1431,0.2359,0.2394,0.1434,0.2449,0.1584,0.0954
470,26.2102,73.058,Rajasthan,Jodhpur,desert,2024-04-23,7.85,104.1,6.84,235.4,0.17,1.9,6.6,82.4,8.3,9.3,5.15,0.5,0.0878,0.1221,0.1598,0.2757,0.2798,0.176,0.2661,0.1858,0.1055
471,26.2815,72.9534,Rajasthan,Jodhpur,desert,2025-04-28,8.93,158.1,8.88,503.3,0.17,1.59,15.7,86.0,-0.4,14.5,8.96,0.78,0.0708,0.1125,0.1442,0.2264,0.217,0.1414,0.2218,0.1416,0.0821
472,26.2204,73.1139,Rajasthan,Jodhpur,desert,2022-04-08,8.21,159.5,5.23,340.0,0.21,1.88,12.9,84.6,6.8,8.6,6.16,0.37,0.0784,0.1079,0.149,0.242,0.2253,0.1431,0.2379,0.1566,0.0751
473,26.3374,72.9476,Rajasthan,Jodhpur,desert,2023-12-14,8.49,110.9,9.04,301.0,0.4,1.85,7.4,75.7,14.5,9.7,6.64,0.75,0.0806,0.1078,0.1443,0.2535,0.2551,0.1664,0.2745,0.1824,0.0899
474,26.2477,73.0003,Rajasthan,Jodhpur,desert,2024-05-14,8.83,154.5,10.16,456.8,0.43,1.76,11.5,89.0,-3.0,14.0,8.91,0.32,0.0793,0.1015,0.1379,0.2325,0.2243,0.1281,0.2554,0.163,0.0737
475,26.2604,73.0562,Rajasthan,Jodhpur,desert,2025-11-24,7.55,173.1,9.71,437.9,0.17,1.76,12.2,83.2,4.2,12.6,7.51,0.53,0.0752,0.1057,0.1453,0.2444,0.2374,0.1503,0.2543,0.1671,0.0824
476,26.3104,73.0595,Rajasthan,Jodhpur,desert,2022-12-25,8.81,137.7,7.57,287.7,0.37,1.77,8.7,70.2,15.7,14.1,9.62,1.0,0.0702,0.1136,0.1404,0.2503,0.2455,0.1501,0.2813,0.1851,0.0776
477,26.2843,73.0714,Rajasthan,Jodhpur,desert,2023-05-01,8.57,155.7,11.94,313.7,0.21,1.59,8.9,70.7,21.2,8.0,4.3,0.77,0.0723,0.1127,0.1578,0.258,0.2567,0.1722,0.241,0.1641,0.1017
478,26.2509,72.9295,Rajasthan,Jodhpur,desert,2024-04-15,8.56,159.9,4.88,239.8,0.16,1.7,7.9,81.9,5.2,13.0,8.69,0.85,0.0736,0.1221,0.1603,0.2667,0.2645,0.1729,0.2492,0.1722,0.1012
479,26.2501,72.9769,Rajasthan,Jodhpur,desert,2025-05-23,8.94,164.4,11.15,427.2,0.24,1.76,16.1,79.1,8.6,12.4,7.57,0.82,0.0726,0.1111,0.1368,0.2285,0.1988,0.1236,0.251,0.159,0.0421
480,26.265,72.946,Rajasthan,Jodhpur,desert,2022-05-15,8.62,101.9,5.17,360.5,0.26,1.71,11.1,72.1,15.5,12.4,7.37,0.34,0.0713,0.1027,0.1383,0.2418,0.2394,0.1504,0.2723,0.1764,0.0799
481,9.9763,76.2534,Kerala,Kochi,laterite,2023-05-05,6.24,179.7,11.0,349.2,0.23,1.78,17.9,52.1,14.4,33.5,12.0,0.29,0.0541,0.0873,0.1275,0.213,0.1766,0.1075,0.2511,0.1526,0.0186
482,10.0143,76.1938,Kerala,Kochi,laterite,2024-12-04,5.62,152.0,9.01,127.5,0.38,1.56,22.9,53.7,16.6,29.7,12.0,0.2,0.0555,0.0942,0.1144,0.1854,0.152,0.0682,0.2368,0.1332,0.0019
483,9.8397,76.3489,Kerala,Kochi,laterite,2025-11-07,6.44,134.0,9.35,302.0,0.24,1.56,13.2,41.2,27.4,31.4,12.0,0.21,0.0716,0.1028,0.1381,0.2466,0.2078,0.1421,0.282,0.184,0.0287
484,9.9969,76.3367,Kerala,Kochi,laterite,2022-05-25,4.82,100.0,7.41,224.0,0.26,1.64,17.9,40.1,25.1,34.8,12.0,0.16,0.0621,0.0967,0.1268,0.2037,0.1845,0.1093,0.2327,0.1389,0.0464
485,9.8978,76.1792,Kerala,Kochi,laterite,2023-12-24,5.99,109.0,10.87,263.4,0.25,1.65,19.1,62.9,4.4,32.7,12.0,0.28,0.0569,0.1005,0.127,0.202,0.1797,0.1094,0.228,0.1357,0.042
486,9.9384,76.3215,Kerala,Kochi,laterite,2024-05-25,6.05,164.0,11.1,268.1,0.3,1.53,11.5,45.0,33.3,21.8,11.42,0.29,0.0656,0.1042,0.133,0.2363,0.2302,0.1507,0.2797,0.1782,0.069
487,9.9914,76.2914,Kerala,Kochi,laterite,2025-12-19,4.76,113.8,6.7,282.3,0.37,1.86,23.0,43.6,18.5,37.9,12.0,0.18,0.0568,0.0898,0.1158,0.1874,0.1452,0.0805,0.2361,0.1337,-0.0121
488,9.8588,76.2211,Kerala,Kochi,laterite,2022-04-05,6.22,138.6,6.83,146.4,0.22,1.54,16.6,40.7,22.1,37.2,12.0,0.12,0.0643,0.0975,0.1309,0.2146,0.1968,0.1167,0.2423,0.1485,0.0532
489,9.9051,76.3355,Kerala,Kochi,laterite,2023-04-02,4.78,129.6,8.29,193.6,0.31,1.67,18.5,45.1,26.8,28.1,12.0,0.15,0.0702,0.0983,0.1289,0.2003,0.1779,0.1088,0.2169,0.1292,0.0451
490,9.9115,76.2167,Kerala,Kochi,laterite,2024-04-09,5.4,177.4,4.67,226.9,0.27,1.66,17.3,57.6,7.4,35.0,12.0,0.19,0.0693,0.1047,0.1268,0.2119,0.1817,0.1079,0.2513,0.1522,0.0276
491,9.8585,76.2781,Kerala,Kochi,laterite,2025-05-26,4.93,168.0,8.91,314.6,0.39,1.7,20.7,43.0,25.2,31.7,12.0,0.25,0.0641,0.0864,0.1215,0.1885,0.1637,0.0821,0.2161,0.1241,0.0302
492,10.0144,76.2247,Kerala,Kochi,laterite,2022-11-27,6.12,97.3,10.83,270.2,0.29,1.57,18.3,68.8,-7.9,39.1,12.0,0.09,0.0645,0.0811,0.1272,0.203,0.1868,0.1062,0.2296,0.137,0.0519
493,9.9961,76.315,Kerala,Kochi,laterite,2023-11-14,5.19,190.5,9.87,136.1,0.44,1.54,14.6,65.3,-5.3,40.0,12.0,0.23,0.0662,0.1035,0.1231,0.2277,0.1925,0.1078,0.2982,0.1844,0.0127
494,9.8721,76.3618,Kerala,Kochi,laterite,2024-11-01,5.83,199.3,11.79,182.8,0.27,1.76,21.6,64.1,5.8,30.1,12.0,0.15,0.0675,0.0872,0.1195,0.1932,0.164,0.0852,0.2357,0.136,0.0185
495,9.8462,76.3453,Kerala,Kochi,laterite,2025-04-18,4.71,95.2,10.11,280.2,0.52,1.7,18.9,67.7,9.7,22.7,12.0,0.17,0.0651,0.0871,0.1197,0.1952,0.1555,0.0923,0.2398,0.139,0.0
496,9.8317,76.2625,Kerala,Kochi,laterite,2022-05-15,6.14,131.5,7.94,160.8,0.21,1.81,19.3,60.1,3.2,36.6,12.0,0.23,0.0553,0.097,0.1229,0.2177,0.187,0.1036,0.2783,0.1692,0.0201
497,10.0235,76.1774,Kerala,Kochi,laterite,2023-12-23,5.08,171.4,10.88,305.9,0.2,1.59,19.2,62.8,2.4,34.9,12.0,0.3,0.0719,0.0941,0.1338,0.2104,0.1858,0.1111,0.2225,0.1361,0.0479
498,9.9665,76.283,Kerala,Kochi,laterite,2024-04-19,6.19,139.5,9.43,246.9,0.45,1.76,21.2,45.9,29.9,24.2,12.0,0.2,0.0613,0.0878,0.1069,0.1809,0.1567,0.0849,0.2571,0.1409,0.0051
499,9.9366,76.2206,Kerala,Kochi,laterite,2025-12-01,5.64,117.9,6.11,275.9,0.24,1.9,17.5,47.8,30.9,21.3,12.0,0.23,0.0593,0.1094,0.1374,0.2137,0.1973,0.1148,0.2173,0.1345,0.0652
500,9.9818,76.3468,Kerala,Kochi,laterite,2022-05-02,5.43,203.5,7.01,276.4,0.53,1.69,12.7,68.3,-1.1,32.8,12.0,0.16,0.0585,0.0953,0.1278,0.2172,0.1939,0.1123,0.2591,0.1587,0.0396
501,9.8449,76.22,Kerala,Kochi,laterite,2023-05-11,4.88,114.7,4.28,289.6,0.3,1.89,11.5,53.5,18.1,28.4,12.0,0.17,0.0589,0.0984,0.1348,0.2447,0.2265,0.1318,0.2896,0.1874,0.0534
502,9.8982,76.1809,Kerala,Kochi,laterite,2024-11-17,5.75,184.4,7.68,177.6,0.31,1.54,17.2,42.9,24.6,32.5,12.0,0.13,0.0655,0.0869,0.1315,0.2051,0.1876,0.1153,0.2187,0.132,0.0563
503,9.9995,76.183,Kerala,Kochi,laterite,2025-05-02,5.77,182.4,4.94,134.0,0.48,1.51,19.6,63.3,-2.1,38.9,12.0,0.15,0.0525,0.0815,0.115,0.2009,0.151,0.0714,0.2719,0.1579,-0.0272
504,9.8766,76.2899,Kerala,Kochi,laterite,2022-04-15,5.85,102.3,7.24,207.7,0.52,1.54,19.4,49.0,22.1,28.8,12.0,0.25,0.0555,0.0895,0.1216,0.1886,0.1578,0.0928,0.216,0.124,0.0197
505,9.949,76.1835,Kerala,Kochi,laterite,2023-05-19,6.33,131.6,8.99,195.5,0.33,1.58,19.0,66.4,-2.3,35.9,12.0,0.1,0.0532,0.0919,0.1261,0.2079,0.1723,0.098,0.2449,0.1471,0.0179
506,9.9603,76.2415,Kerala,Kochi,laterite,2024-05-05,5.07,162.2,4.48,149.4,0.24,1.73,16.9,50.7,19.2,30.2,12.0,0.19,0.053,0.0949,0.1331,0.2092,0.1971,0.1178,0.2223,0.1355,0.0662
507,9.8988,76.3653,Kerala,Kochi,laterite,2025-05-26,5.85,152.3,6.61,308.4,0.36,1.72,23.0,48.7,19.2,32.1,12.0,0.09,0.0562,0.0877,0.111,0.1816,0.1544,0.0795,0.2413,0.1336,0.0072
508,9.851,76.3452,Kerala,Kochi,laterite,2022-04-16,5.93,144.6,10.23,197.2,0.22,1.62,18.9,54.3,21.9,23.8,12.0,0.15,0.0614,0.0977,0.1323,0.1972,0.1949,0.1073,0.197,0.1174,0.0827
509,9.8668,76.368,Kerala,Kochi,laterite,2023-11-01,5.15,163.0,14.48,196.2,0.28,1.8,13.7,46.7,33.2,20.1,12.0,0.13,0.0688,0.1059,0.1264,0.2212,0.2151,0.1289,0.2727,0.1678,0.0627
510,10.0071,76.3138,Kerala,Kochi,laterite,2024-11-28,5.75,113.9,4.48,126.8,0.23,1.58,14.3,43.5,35.9,20.6,12.0,0.12,0.0757,0.0962,0.1312,0.2245,0.2115,0.1314,0.2623,0.1636,0.059
511,9.891,76.218,Kerala,Kochi,laterite,2025-11-22,4.76,197.7,8.17,301.1,0.39,1.54,21.2,40.6,35.8,23.6,12.0,0.29,0.0604,0.0865,0.1171,0.1841,0.1545,0.0895,0.2224,0.1254,0.014
512,9.9689,76.2336,Kerala,Kochi,laterite,2022-12-21,5.96,141.3,13.71,150.1,0.26,1.58,18.6,64.0,5.5,30.5,12.0,0.2,0.0733,0.0969,0.1302,0.2132,0.1786,0.1142,0.2417,0.1476,0.0259
513,10.0237,76.3472,Kerala,Kochi,laterite,2023-05-24,6.09,153.2,4.59,303.0,0.29,1.85,13.3,58.5,20.6,20.9,11.07,0.27,0.0689,0.1101,0.1322,0.2388,0.2215,0.1365,0.2873,0.1836,0.0519
514,9.9048,76.3089,Kerala,Kochi,laterite,2024-12-16,6.03,149.3,9.6,234.7,0.23,1.69,12.1,59.9,10.7,29.4,12.0,0.15,0.0711,0.1036,0.1458,0.239,0.2169,0.1351,0.2422,0.158,0.0641
515,9.9443,76.3571,Kerala,Kochi,laterite,2025-11-09,5.11,96.8,13.49,211.1,0.29,1.62,18.1,67.6,4.3,28.0,12.0,0.28,0.0638,0.0987,0.1292,0.2177,0.1766,0.1079,0.2551,0.1567,0.0134
